UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,PH (1),PH (1) CANDIDATE,PH (1) CANDIDATE SEX,PH (1) CANDIDATE AGE,PH (1) VOTE,PH (2),PH (2) CANDIDATE,PH (2) CANDIDATE SEX,PH (2) CANDIDATE AGE,PH (2) VOTE,PAS,PAS CANDIDATE,PAS CANDIDATE SEX,PAS CANDIDATE AGE,PAS VOTE,STAR,STAR CANDIDATE,STAR CANDIDATE SEX,STAR CANDIDATE AGE,STAR VOTE,PBDSB,PBDSB CANDIDATE,PBDSB CANDIDATE SEX,PBDSB CANDIDATE AGE,PBDSB VOTE,INDEPENDENT 1,INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE SEX,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,INDEPENDENT 2,INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE SEX,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,CHECKER (VALID VOTE),CHECKER (TOTAL VOTE ISSUED)
P.205_N.39___1,SARAWAK,POSTAL VOTE,P.205,SARATOK,N.39,KRIAN,,UNDI POS,UNDI POS,1,93,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,41,,,,,0,41,0,52,,
P.205_N.39_205_39_01_1,SARAWAK,ORDINARY VOTE,P.205,SARATOK,N.39,KRIAN,205/39/01,MUDONG,RH. AKA KOP IBUS,1,132,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,132,,,,,0,132,0,0,,
P.205_N.39_205_39_01_1,SARAWAK,ORDINARY VOTE,P.205,SARATOK,N.39,KRIAN,205/39/01,MUDONG,SEK. KEB. MUDONG,1,269,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,266,,,,,0,266,3,0,,
P.205_N.39_205_39_01_1,SARAWAK,ORDINARY VOTE,P.205,SARATOK,N.39,KRIAN,205/39/01,MUDONG,SEK. KEB. SUPOK,1,153,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,153,,,,,0,153,0,0,,
P.205_N.39_205_39_01_1,SARAWAK,ORDINARY VOTE,P.205,SARATOK,N.39,KRIAN,205/39/01,MUDONG,RH. DAUD BRATONG,1,134,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,133,,,,,0,133,1,0,,
P.205_N.39_205_39_02_1,SARAWAK,ORDINARY VOTE,P.205,SARATOK,N.39,KRIAN,205/39/02,BRAYANG,SEK. KEB. BRAYANG ROBAN,1,469,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,465,,,,,0,465,4,0,,
P.205_N.39_205_39_02_1,SARAWAK,ORDINARY VOTE,P.205,SARATOK,N.39,KRIAN,205/39/02,BRAYANG,SEK. KEB. LICHOK,1,455,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,453,,,,,0,453,2,0,,
P.205_N.39_205_39_03_1,SARAWAK,ORDINARY VOTE,P.205,SARATOK,N.39,KRIAN,205/39/03,BATU ANAM,SEK. KEB. ULU SEBETAN,1,206,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,206,,,,,0,206,0,0,,
P.205_N.39_205_39_03_1,SARAWAK,ORDINARY VOTE,P.205,SARATOK,N.39,KRIAN,205/39/03,BATU ANAM,SEK. KEB. CENTRAL BATU EMPAT,1,495,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,494,,,,,0,494,1,0,,
P.205_N.39_205_39_03_1,SARAWAK,ORDINARY VOTE,P.205,SARATOK,N.39,KRIAN,205/39/03,BATU ANAM,SEK. KEB. ENGKUDU SARATOK,1,353,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,350,,,,,0,350,3,0,,
